# Copied from parent region
region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost,sce
Bangkok,trn_freight_road,Medium truck,NG,2085,non-energy,0.3836,CORE
Nonthaburi,trn_freight_road,Medium truck,NG,2085,non-energy,0.3836,CORE
Rest of Thailand,trn_freight_road,Medium truck,NG,2085,non-energy,0.3836,CORE
SamutPrakan,trn_freight_road,Medium truck,NG,2085,non-energy,0.3836,CORE
Bangkok,trn_freight_road,Medium truck,NG,2090,non-energy,0.3835,CORE
Nonthaburi,trn_freight_road,Medium truck,NG,2090,non-energy,0.3835,CORE
Rest of Thailand,trn_freight_road,Medium truck,NG,2090,non-energy,0.3835,CORE
SamutPrakan,trn_freight_road,Medium truck,NG,2090,non-energy,0.3835,CORE
Bangkok,trn_freight_road,Medium truck,NG,2095,non-energy,0.3834,CORE
Nonthaburi,trn_freight_road,Medium truck,NG,2095,non-energy,0.3834,CORE
Rest of Thailand,trn_freight_road,Medium truck,NG,2095,non-energy,0.3834,CORE
SamutPrakan,trn_freight_road,Medium truck,NG,2095,non-energy,0.3834,CORE
Bangkok,trn_freight_road,Medium truck,NG,2100,non-energy,0.3834,CORE
Nonthaburi,trn_freight_road,Medium truck,NG,2100,non-energy,0.3834,CORE
Rest of Thailand,trn_freight_road,Medium truck,NG,2100,non-energy,0.3834,CORE
SamutPrakan,trn_freight_road,Medium truck,NG,2100,non-energy,0.3834,CORE
Bangkok,trn_pass_road,Bus,NG,1975,non-energy,1.1689,CORE
Nonthaburi,trn_pass_road,Bus,NG,1975,non-energy,1.1689,CORE
Rest of Thailand,trn_pass_road,Bus,NG,1975,non-energy,1.1689,CORE
SamutPrakan,trn_pass_road,Bus,NG,1975,non-energy,1.1689,CORE
Bangkok,trn_pass_road,Bus,NG,1990,non-energy,1.1689,CORE
Nonthaburi,trn_pass_road,Bus,NG,1990,non-energy,1.1689,CORE
Rest of Thailand,trn_pass_road,Bus,NG,1990,non-energy,1.1689,CORE
SamutPrakan,trn_pass_road,Bus,NG,1990,non-energy,1.1689,CORE
Bangkok,trn_pass_road,Bus,NG,2005,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2005,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2005,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2005,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2010,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2010,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2010,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2010,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2015,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2015,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2015,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2015,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2020,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2020,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2020,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2020,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2025,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2025,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2025,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2025,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2030,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2030,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2030,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2030,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2035,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2035,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2035,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2035,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2040,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2040,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2040,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2040,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2045,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2045,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2045,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2045,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2050,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2050,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2050,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2050,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2055,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2055,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2055,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2055,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2060,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2060,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2060,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2060,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2065,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2065,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2065,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2065,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2070,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2070,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2070,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2070,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2075,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2075,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2075,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2075,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2080,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2080,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2080,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2080,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2085,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2085,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2085,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2085,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2090,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2090,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2090,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2090,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2095,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2095,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2095,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2095,non-energy,1.2243,CORE
Bangkok,trn_pass_road,Bus,NG,2100,non-energy,1.2243,CORE
Nonthaburi,trn_pass_road,Bus,NG,2100,non-energy,1.2243,CORE
Rest of Thailand,trn_pass_road,Bus,NG,2100,non-energy,1.2243,CORE
SamutPrakan,trn_pass_road,Bus,NG,2100,non-energy,1.2243,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,1975,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,1975,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,1975,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,1975,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,1990,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,1990,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,1990,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,1990,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2005,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2005,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2005,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2005,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2010,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2010,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2010,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2010,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2015,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2015,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2015,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2015,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2020,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2020,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2020,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2020,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2025,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2025,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2025,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2025,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2030,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2030,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2030,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2030,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2035,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2035,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2035,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2035,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2040,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2040,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2040,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2040,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2045,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2045,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2045,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2045,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2050,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2050,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2050,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2050,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2055,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2055,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2055,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2055,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2060,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2060,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2060,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2060,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2065,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2065,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2065,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2065,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2070,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2070,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2070,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2070,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2075,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2075,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2075,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2075,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2080,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2080,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2080,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2080,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2085,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2085,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2085,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2085,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2090,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2090,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2090,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2090,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2095,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2095,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2095,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2095,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,NG,2100,non-energy,0.0411,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,NG,2100,non-energy,0.0411,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,NG,2100,non-energy,0.0411,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,NG,2100,non-energy,0.0411,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,1975,non-energy,0.1977,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,1975,non-energy,0.1977,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,1975,non-energy,0.1977,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,1975,non-energy,0.1977,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,1990,non-energy,0.1977,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,1990,non-energy,0.1977,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,1990,non-energy,0.1977,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,1990,non-energy,0.1977,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2005,non-energy,0.1679,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2005,non-energy,0.1679,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2005,non-energy,0.1679,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2005,non-energy,0.1679,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2010,non-energy,0.1772,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2010,non-energy,0.1772,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2010,non-energy,0.1772,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2010,non-energy,0.1772,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2015,non-energy,0.1865,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2015,non-energy,0.1865,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2015,non-energy,0.1865,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2015,non-energy,0.1865,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2020,non-energy,0.1966,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2020,non-energy,0.1966,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2020,non-energy,0.1966,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2020,non-energy,0.1966,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2025,non-energy,0.2033,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2025,non-energy,0.2033,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2025,non-energy,0.2033,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2025,non-energy,0.2033,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2030,non-energy,0.2101,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2030,non-energy,0.2101,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2030,non-energy,0.2101,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2030,non-energy,0.2101,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2035,non-energy,0.2133,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2035,non-energy,0.2133,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2035,non-energy,0.2133,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2035,non-energy,0.2133,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2040,non-energy,0.2173,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2040,non-energy,0.2173,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2040,non-energy,0.2173,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2040,non-energy,0.2173,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2045,non-energy,0.221,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2045,non-energy,0.221,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2045,non-energy,0.221,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2045,non-energy,0.221,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2050,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2050,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2050,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2050,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2055,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2055,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2055,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2055,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2060,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2060,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2060,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2060,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2065,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2065,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2065,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2065,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2070,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2070,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2070,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2070,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2075,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2075,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2075,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2075,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2080,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2080,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2080,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2080,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2085,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2085,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2085,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2085,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2090,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2090,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2090,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2090,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2095,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2095,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2095,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2095,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Car,NG,2100,non-energy,0.2247,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,NG,2100,non-energy,0.2247,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,NG,2100,non-energy,0.2247,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,NG,2100,non-energy,0.2247,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,1975,non-energy,0.3366,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,1975,non-energy,0.3366,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,1975,non-energy,0.3366,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,1975,non-energy,0.3366,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,1990,non-energy,0.3366,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,1990,non-energy,0.3366,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,1990,non-energy,0.3366,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,1990,non-energy,0.3366,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2005,non-energy,0.2636,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2005,non-energy,0.2636,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2005,non-energy,0.2636,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2005,non-energy,0.2636,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2010,non-energy,0.2798,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2010,non-energy,0.2798,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2010,non-energy,0.2798,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2010,non-energy,0.2798,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2015,non-energy,0.2961,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2015,non-energy,0.2961,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2015,non-energy,0.2961,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2015,non-energy,0.2961,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2020,non-energy,0.3137,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2020,non-energy,0.3137,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2020,non-energy,0.3137,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2020,non-energy,0.3137,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,non-energy,0.3255,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,non-energy,0.3255,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,non-energy,0.3255,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,non-energy,0.3255,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,non-energy,0.3373,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,non-energy,0.3373,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,non-energy,0.3373,CORE
